name,online_order,book_table,rate,votes,location,rest_type,cuisines,2_people,type
Kia's Kitchen,Yes,No,3.5,12,HSR,Delivery,"North Indian, Chinese",600.0,Delivery
Tea Villa Cafe,Yes,Yes,4.2,859,HSR,others,others,800.0,Delivery
Zero Mile Punjab,Yes,Yes,4.1,1339,HSR,Casual Dining,"North Indian, Mughlai",800.0,Delivery
La Casa Brewery And Kitchen,Yes,Yes,4.4,1401,Sarjapur Road,others,others,1500.0,Delivery
Poha On Wheels,Yes,No,3.5,9,Sarjapur Road,Quick Bites,Fast Food,100.0,Delivery
Hoot,Yes,Yes,4.2,7221,Sarjapur Road,others,others,1400.0,Delivery
Bihar Ki Shan,Yes,No,3.8,347,HSR,Quick Bites,North Indian,300.0,Delivery
Stoner,Yes,No,4.3,561,Sarjapur Road,others,others,500.0,Delivery
DS Juice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Grill,Yes,No,3.2,67,HSR,Quick Bites,others,200.0,Delivery
CakeBox,Yes,No,3.5,18,HSR,others,"Bakery, Desserts",400.0,Delivery
Juiced Burger,Yes,No,3.5,5,others,Delivery,others,750.0,Delivery
Al Khansah,Yes,No,3.9,372,Bellandur,Casual Dining,others,550.0,Delivery
Hotel Salam,Yes,No,4.1,128,HSR,Quick Bites,"North Indian, Chinese, Biryani",400.0,Delivery
Kachori Kafe,Yes,No,3.1,570,HSR,Quick Bites,others,300.0,Delivery
The Fisherman's Wharf,Yes,Yes,4.4,4108,Sarjapur Road,others,others,1400.0,Delivery
Udupi Ruchi,Yes,No,3.8,241,Bellandur,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery
Mughal Treat,Yes,No,4.0,434,HSR,Casual Dining,others,600.0,Delivery
Thanco's Natural Ice Cream,Yes,No,3.9,100,HSR,Dessert Parlor,"Ice Cream, Desserts",450.0,Delivery
Szechuan Dragon,Yes,No,3.9,181,HSR,Delivery,others,600.0,Delivery
Waffle Talesz,Yes,No,3.7,25,Sarjapur Road,Dessert Parlor,Desserts,200.0,Delivery
Kanti Sweets,Yes,No,4.0,154,Bellandur,others,"Mithai, Street Food",400.0,Delivery
The Irish House,Yes,No,4.2,807,Bellandur,others,others,1700.0,Delivery
OPUS Club,No,Yes,4.5,1506,Sarjapur Road,others,others,1900.0,Delivery
Happy Endings,Yes,No,4.3,492,Bellandur,others,others,500.0,Delivery
Biriyani Adda,Yes,No,3.7535684020485616,0,Bellandur,Quick Bites,others,350.0,Delivery
Nasi And Mee,Yes,Yes,4.4,2389,Koramangala 4th Block,Casual Dining,others,1000.0,Delivery
Kababji Cafe,Yes,No,3.7535684020485616,0,HSR,Quick Bites,others,300.0,Delivery
154 Breakfast Club,Yes,Yes,4.0,1510,others,Cafe,"Cafe, Continental",900.0,Delivery
Tharavadu,Yes,No,3.8,83,HSR,Quick Bites,others,400.0,Delivery
nu.tree,Yes,No,4.4,280,Sarjapur Road,Delivery,others,400.0,Delivery
New Udupi Grand,Yes,No,3.7,36,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food",250.0,Delivery
Shree Muthahalli Veg,Yes,No,4.1,841,HSR,Quick Bites,others,300.0,Delivery
Biriyani Zone,Yes,No,3.9,668,HSR,Casual Dining,others,800.0,Delivery
Pepperwood 2,Yes,No,3.1,36,Sarjapur Road,Quick Bites,others,300.0,Delivery
Mandya Gowdru Donne Biriyani,Yes,No,3.9,281,HSR,Quick Bites,others,350.0,Delivery
Dakshin Flavors,Yes,No,3.0,206,HSR,Casual Dining,"South Indian, North Indian",600.0,Delivery
Cupcake Bliss,Yes,No,3.3,5,HSR,Delivery,Bakery,250.0,Delivery
Kanua,Yes,Yes,4.4,893,Sarjapur Road,Casual Dining,others,1400.0,Delivery
Hotel Narmada,Yes,No,3.7535684020485616,0,Sarjapur Road,Quick Bites,others,500.0,Delivery
Ice N Fries Cafe,Yes,No,3.8,44,Sarjapur Road,Quick Bites,others,200.0,Delivery
Sardarji Ka Dhaba,Yes,No,4.0,754,others,Quick Bites,North Indian,250.0,Delivery
Tapout Tavern,Yes,Yes,4.1,326,Sarjapur Road,others,others,1200.0,Delivery
Zeeshan,Yes,No,2.6,156,Sarjapur Road,Casual Dining,others,700.0,Delivery
Ruh,Yes,Yes,4.1,3030,Bellandur,Casual Dining,others,1000.0,Delivery
Sri Krishna Kitchen,Yes,No,3.6,23,Bellandur,Quick Bites,"North Indian, Chinese",350.0,Delivery
Hotel Tanish,Yes,No,3.7,15,HSR,Quick Bites,South Indian,250.0,Delivery
Rock View Family Restaurant,Yes,No,3.3,8,HSR,Casual Dining,"North Indian, Chinese",700.0,Delivery
OMY Grill,Yes,No,3.8,34,HSR,Quick Bites,others,300.0,Delivery
Dinemaster Gogo's,Yes,No,3.4,5,others,Quick Bites,others,300.0,Delivery
Burger Mania,Yes,No,3.7535684020485616,0,HSR,Quick Bites,others,400.0,Delivery
Smally's Resto Cafe,Yes,No,4.0,128,HSR,Cafe,others,650.0,Delivery
Kawaii,Yes,No,3.8,140,HSR,Dessert Parlor,"Desserts, Ice Cream",500.0,Delivery
Amour Fine Patisserie,Yes,Yes,4.0,82,HSR,others,others,500.0,Delivery
Kitchen On Table,Yes,No,4.3,790,HSR,Casual Dining,others,1000.0,Delivery
Cafe Thulp,Yes,Yes,4.0,344,Bellandur,Cafe,others,1000.0,Delivery
Koshe Kosha,Yes,No,4.0,572,Koramangala 1st Block,Casual Dining,others,600.0,Delivery
Agarwal Food Service,Yes,No,3.5,16,HSR,Delivery,"North Indian, Chinese, Biryani",400.0,Delivery
Bharat Kitchen,Yes,No,3.7,21,Koramangala 1st Block,Quick Bites,others,300.0,Delivery
Sarvam,Yes,No,3.6,121,HSR,Casual Dining,others,550.0,Delivery
New Prashanth Hotel,Yes,No,3.1,53,HSR,Casual Dining,others,750.0,Delivery
Kwality Cakes N Bakes,Yes,No,3.7,93,HSR,others,"Bakery, Desserts",350.0,Delivery
Andhra Bhojanam,Yes,No,3.6,51,Bellandur,Delivery,others,400.0,Delivery
The Food Therapy,No,No,3.7535684020485616,0,Koramangala 1st Block,others,others,1000.0,Delivery
Kalpanar Rannaghar,No,No,3.4,8,others,Delivery,others,250.0,Delivery
Dine With Singhs,No,No,3.7535684020485616,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",300.0,Delivery
Hotel Atithi North Karnataka Mess,No,No,3.7535684020485616,0,Koramangala 1st Block,Quick Bites,South Indian,200.0,Delivery
Delhi Home Food,No,No,3.3,5,Koramangala 1st Block,Quick Bites,"North Indian, South Indian",200.0,Delivery
Big Bowl Theory,No,No,3.1,27,others,Delivery,Continental,400.0,Delivery
Tongue Taste,Yes,No,3.7535684020485616,0,others,Quick Bites,"North Indian, Chinese, Fast Food",350.0,Delivery
It's My Meal,No,No,3.7535684020485616,0,others,"Takeaway, Delivery",North Indian,200.0,Delivery
Sugar Dust - Dessert Amore,No,No,3.7535684020485616,0,others,Delivery,"Desserts, Bakery",500.0,Delivery
VegiGate,No,No,3.7535684020485616,0,Sarjapur Road,others,others,500.0,Delivery
FoodandSnack.com,No,No,3.3,8,others,Delivery,"South Indian, North Indian",500.0,Delivery
Eat N Drink,No,No,3.8,32,others,Quick Bites,Fast Food,250.0,Delivery
Hotel Thazooq,No,No,3.3,6,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Biryani",350.0,Delivery
Naani'z Biryani,No,No,3.3,6,Koramangala 1st Block,Quick Bites,Biryani,300.0,Delivery
Sapna bakery,No,No,3.7535684020485616,0,others,Quick Bites,others,250.0,Delivery
Health Kitchen,No,No,3.7535684020485616,0,others,Delivery,others,300.0,Delivery
Foodys Adda,No,No,3.2,4,others,Quick Bites,Fast Food,300.0,Delivery
Fried Chicken Burger,No,No,3.7535684020485616,0,Koramangala 1st Block,Quick Bites,Fast Food,400.0,Delivery
Chillax,No,No,3.3,4,others,Quick Bites,"Fast Food, Beverages",300.0,Delivery
New Ambur Dum Biryani,No,No,3.2,7,Koramangala 1st Block,Quick Bites,"Biryani, Kebab",200.0,Delivery
Braggkit,No,No,3.7535684020485616,0,Koramangala 1st Block,Delivery,Fast Food,300.0,Delivery
Biryani House,No,No,3.2,8,others,"Takeaway, Delivery",others,150.0,Delivery
Vegan Khana,No,No,3.7535684020485616,0,Koramangala 1st Block,"Takeaway, Delivery",others,400.0,Delivery
Spice Resto,No,No,3.3,5,others,Quick Bites,others,400.0,Delivery
Aaharam,No,No,4.0,65,Koramangala 1st Block,Quick Bites,"Chinese, North Indian",350.0,Delivery
Mughal's,No,No,3.7535684020485616,0,others,Quick Bites,others,500.0,Delivery
Navi's Kitchen,Yes,No,3.7535684020485616,0,others,Quick Bites,"North Indian, Chinese",250.0,Delivery
North Indian Rasoi,No,No,3.7535684020485616,0,Koramangala 1st Block,"Takeaway, Delivery",others,500.0,Delivery
Hot & Cold Juice Cafe,No,No,3.7535684020485616,0,others,Quick Bites,"Fast Food, Beverages",250.0,Delivery
Sky Bakery and Cafe,No,No,3.7535684020485616,0,others,others,others,350.0,Delivery
Smack,No,No,3.7535684020485616,0,Koramangala 1st Block,Quick Bites,Fast Food,200.0,Delivery
The Alphaa,Yes,No,3.8,273,others,Casual Dining,others,550.0,Delivery
UBCR Cafe & Resto,No,No,3.6,17,HSR,Cafe,others,500.0,Delivery
99 Variety Dose-Biryanis-Starters,Yes,No,3.7535684020485616,0,HSR,"Takeaway, Delivery",others,300.0,Delivery
Hatti Punjab Di,Yes,No,3.9,226,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Chinese",250.0,Delivery
Italian Kitchen,Yes,No,3.7535684020485616,0,HSR,"Takeaway, Delivery",others,400.0,Delivery
Chaat Express,Yes,No,3.5,14,HSR,Quick Bites,others,200.0,Delivery
TRUE BLEU RESTO CAFE,Yes,No,4.2,70,HSR,Quick Bites,others,400.0,Delivery
Meeraa's Beegara Oota,Yes,No,3.8,258,HSR,Casual Dining,others,550.0,Delivery
Sweet Chariot,Yes,No,3.6,27,Koramangala 1st Block,others,"Bakery, Fast Food",500.0,Delivery
Northam's Pizza.Pita,Yes,No,4.1,671,HSR,Quick Bites,others,450.0,Delivery
Helloo Delhi,Yes,Yes,3.9,880,HSR,Casual Dining,North Indian,1000.0,Delivery
Nanda's,Yes,No,3.3,213,Sarjapur Road,Casual Dining,others,600.0,Delivery
Subway,Yes,No,3.9,93,Sarjapur Road,Quick Bites,others,600.0,Delivery
Poorvika Restro Cafe,Yes,No,3.7,76,HSR,Casual Dining,"Chinese, North Indian",700.0,Delivery
Moti Mahal Delux,Yes,Yes,4.0,558,HSR,Casual Dining,"North Indian, Mughlai",1000.0,Delivery
Noon's,Yes,No,4.2,162,HSR,Quick Bites,Biryani,300.0,Delivery
Carlos Cake Cafe,Yes,No,3.8,82,Sarjapur Road,others,"Bakery, Desserts",300.0,Delivery
Chef Baker's,Yes,No,3.6,37,Koramangala 1st Block,others,Bakery,450.0,Delivery
HSR SLV Fast Food,Yes,No,3.7,34,HSR,Quick Bites,others,200.0,Delivery
Atithi,Yes,Yes,3.9,224,HSR,Casual Dining,others,800.0,Delivery
Cake Cafe,Yes,No,4.0,157,HSR,others,"Bakery, Desserts",300.0,Delivery
Bindu Garden Bar & Restaurant,Yes,No,3.1,36,HSR,Casual Dining,"North Indian, Chinese",550.0,Delivery
Just Bake,Yes,No,3.6,18,HSR,others,"Bakery, Desserts",400.0,Delivery
Once Upon A Flame,Yes,No,4.5,2068,HSR,Casual Dining,others,1200.0,Delivery
Pizza Hut,Yes,No,3.1,452,HSR,Quick Bites,"Pizza, Fast Food",750.0,Delivery
Tipsy Bull - The Bar Exchange,Yes,Yes,4.4,2206,Bellandur,others,others,1400.0,Delivery
Dakshin Sagar,Yes,No,3.1,325,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food",400.0,Delivery
Rashtrakutas,Yes,Yes,4.0,402,HSR,Casual Dining,others,800.0,Delivery
Caffe Pascucci,Yes,Yes,4.1,720,HSR,Cafe,others,950.0,Delivery
Shree Khana Khazana,Yes,No,3.9,356,HSR,Casual Dining,others,450.0,Delivery
Napoli Italian Bistro,Yes,Yes,4.1,1059,HSR,others,others,1200.0,Delivery
Sharaab Factory,Yes,Yes,3.9,392,Bellandur,others,"Biryani, North Indian",1500.0,Delivery
Ambur Biryani Point,Yes,No,4.2,425,Koramangala 1st Block,Quick Bites,"Biryani, Kebab",250.0,Delivery
Paratha Plaza,Yes,No,3.1,82,HSR,Quick Bites,North Indian,200.0,Delivery
Zoey's,Yes,No,4.3,895,Sarjapur Road,Cafe,others,600.0,Delivery
Punjabi Home Made Food,Yes,No,3.4,5,Bellandur,Quick Bites,North Indian,400.0,Delivery
PSV's Andhra Paradise,Yes,No,3.5,117,HSR,Casual Dining,others,600.0,Delivery
SR Andhra Spicy House,Yes,No,3.8,240,others,Casual Dining,others,800.0,Delivery
Phulke Ghar Ke,Yes,No,4.0,533,Bellandur,Quick Bites,"North Indian, Chinese",300.0,Delivery
Chaat Trail By Moti Mahal,Yes,Yes,3.9,46,HSR,Quick Bites,others,300.0,Delivery
Vintage Shack,Yes,Yes,3.9,161,HSR,others,others,900.0,Delivery
Omleterian,Yes,No,3.7535684020485616,0,HSR,Quick Bites,others,200.0,Delivery
Biriyani House,Yes,No,3.6,28,Bellandur,Quick Bites,"Biryani, North Indian",400.0,Delivery
Beijing Bites,Yes,No,3.9,400,HSR,Casual Dining,"Chinese, Thai",850.0,Delivery
FreshPhulka,Yes,No,3.8,24,HSR,Quick Bites,North Indian,150.0,Delivery
Punjabi Nukkad Pure Veg,Yes,No,4.0,768,HSR,Quick Bites,others,500.0,Delivery
Le Charcoal Xpress,Yes,No,4.0,164,HSR,Quick Bites,others,500.0,Delivery
Just Delhiwala,Yes,No,3.8,81,Bellandur,Quick Bites,North Indian,300.0,Delivery
New Delicacy,Yes,No,3.7,86,HSR,Casual Dining,others,500.0,Delivery
Broadway - The Gourmet Theatre,Yes,Yes,4.2,1148,HSR,Casual Dining,others,1800.0,Delivery
Indian Paratha Factory,Yes,No,2.7,140,HSR,Quick Bites,North Indian,250.0,Delivery
Ice Treat,Yes,No,3.8,43,HSR,Quick Bites,others,200.0,Delivery
Cane Crussh,Yes,No,3.7,15,Koramangala 6th Block,others,others,100.0,Delivery
Chaai Resto,Yes,No,3.9,92,HSR,others,others,250.0,Delivery
Parisar Veg Restaurant,Yes,No,3.6,65,others,Casual Dining,others,400.0,Delivery
Shekhawati Restaurant,Yes,No,3.7,63,Sarjapur Road,Quick Bites,North Indian,300.0,Delivery
Mealer.in,Yes,No,3.9,432,Sarjapur Road,Delivery,"North Indian, Biryani",450.0,Delivery
Punjabi Handi,Yes,No,2.9,19,HSR,Quick Bites,"North Indian, Chinese",400.0,Delivery
Feaster,Yes,No,3.8,88,HSR,Casual Dining,others,600.0,Delivery
That Garage Cafe,Yes,No,3.1,101,HSR,Cafe,others,650.0,Delivery
Cake Dilim,Yes,No,3.7,90,HSR,others,"Bakery, Desserts",400.0,Delivery
What's Cooking,Yes,No,3.1,35,HSR,"Takeaway, Delivery",North Indian,300.0,Delivery
Zaikedar Kitchen,Yes,No,3.2,17,HSR,Quick Bites,North Indian,400.0,Delivery
Meat and Eat,Yes,No,3.5,59,HSR,Quick Bites,others,500.0,Delivery
BIB - Breakfast in the Box,Yes,No,3.8,212,HSR,Delivery,others,600.0,Delivery
Drunken Monkey,Yes,No,4.0,120,HSR,others,"Beverages, Fast Food",400.0,Delivery
HSR Agarval Bhavan,Yes,No,3.2,68,HSR,Casual Dining,others,400.0,Delivery
Ramji Chaiwale,Yes,No,3.8,93,Koramangala 1st Block,Quick Bites,"Beverages, Fast Food",250.0,Delivery
Fun Kitchen,Yes,No,3.8,89,HSR,Quick Bites,"North Indian, Chinese, Fast Food",400.0,Delivery
The French Loaf,Yes,No,3.1,15,HSR,others,others,400.0,Delivery
Biryani House,Yes,No,3.5,12,Bellandur,Casual Dining,others,600.0,Delivery
The Biryani Palace,Yes,No,3.0,12,HSR,Quick Bites,others,500.0,Delivery
Wow Vada Pav,No,No,3.7,40,HSR,Quick Bites,others,150.0,Delivery
Shahi Rasoi,Yes,No,3.1,27,HSR,Delivery,"North Indian, Mughlai",600.0,Delivery
Lassi Cafe,Yes,No,3.8,41,HSR,others,others,300.0,Delivery
Bombay Kulfi,Yes,No,3.5,32,Sarjapur Road,Dessert Parlor,"Desserts, Ice Cream",150.0,Delivery
Brimstone Cafe,Yes,Yes,4.0,390,HSR,others,others,1300.0,Delivery
Sip N Bite,No,No,3.3,11,others,Quick Bites,others,300.0,Delivery
Sunny Cafe & Kitchen,Yes,Yes,3.8,499,HSR,others,others,700.0,Delivery
Bengaluru House,Yes,No,2.6,21,HSR,Casual Dining,South Indian,700.0,Delivery
Sri Gurudev Darshini,Yes,No,3.5,13,HSR,Quick Bites,South Indian,150.0,Delivery
Delite Chaat House,Yes,No,3.4,179,HSR,Quick Bites,others,300.0,Delivery
Punjab Di Shaan,Yes,No,3.0,39,HSR,Casual Dining,North Indian,450.0,Delivery
JFD Cafe,Yes,No,2.8,37,HSR,Cafe,Cafe,400.0,Delivery
Lassi Pot,No,No,3.3,7,HSR,others,Beverages,100.0,Delivery
Cake Menu,Yes,No,3.2,11,others,others,Bakery,400.0,Delivery
Cream Chemistry,Yes,No,3.9,75,HSR,Dessert Parlor,"Ice Cream, Desserts",500.0,Delivery
Wheat House,Yes,No,3.3,11,HSR,Quick Bites,others,400.0,Delivery
Second Wife Cafe,Yes,No,3.8,61,HSR,Quick Bites,others,400.0,Delivery
Lord of Combos,Yes,No,3.0,27,HSR,Delivery,North Indian,500.0,Delivery
Sree Bangalore Bhavan,Yes,No,3.7,44,HSR,Quick Bites,South Indian,400.0,Delivery
The Twenty Handmade Chocolates,Yes,No,3.8,30,HSR,others,Desserts,300.0,Delivery
Bakingo,Yes,No,4.0,75,Koramangala 1st Block,others,"Bakery, Desserts",500.0,Delivery
The Salad Studio,Yes,No,4.0,108,Bellandur,Cafe,others,400.0,Delivery
Fine Dine Restaurant,Yes,No,3.7,56,HSR,Casual Dining,others,750.0,Delivery
Manshi Paratha & Pav Bhaji,Yes,No,3.2,6,HSR,"Takeaway, Delivery","North Indian, Fast Food",150.0,Delivery
Fusion Tadka,Yes,No,3.7,34,Bellandur,Delivery,others,450.0,Delivery
Yahiya Restaurant,No,No,3.7535684020485616,0,Marathahalli,Casual Dining,"North Indian, Chinese",400.0,Delivery
Court Cafe,No,No,3.7535684020485616,0,Sarjapur Road,Quick Bites,"Fast Food, Beverages",300.0,Delivery
Lazeez Corner,Yes,No,3.1,7,HSR,Quick Bites,others,500.0,Delivery
Soup Station,Yes,No,3.9,38,Koramangala 4th Block,Quick Bites,others,200.0,Delivery
Slurpy Shakes,Yes,No,3.7535684020485616,0,HSR,Delivery,Beverages,300.0,Delivery
The Humble Pie,Yes,No,3.9,34,HSR,others,"Desserts, Bakery",200.0,Delivery
The Food Factory,No,No,2.7,42,HSR,Quick Bites,"North Indian, Chinese",450.0,Delivery
Jagan's Hotel,No,No,3.7535684020485616,0,HSR,Quick Bites,"South Indian, North Indian",200.0,Delivery
Lazeez,Yes,No,2.4,318,Koramangala 1st Block,Casual Dining,others,600.0,Delivery
Kabab Magic,Yes,No,2.9,317,Sarjapur Road,Quick Bites,others,500.0,Delivery
Swathi Spice n Ice,Yes,No,3.5,165,HSR,Casual Dining,others,700.0,Delivery
Cream Stone,Yes,No,4.2,1022,HSR,Dessert Parlor,"Desserts, Beverages",500.0,Delivery
Punjabi Times,Yes,Yes,4.1,1694,Bellandur,others,North Indian,1100.0,Delivery
Mishmash,Yes,No,3.9,1245,HSR,others,others,1400.0,Delivery
Juice Junction Food Court,Yes,No,3.8,211,HSR,Quick Bites,others,200.0,Delivery
Zayakedar,Yes,No,4.0,251,Bellandur,Quick Bites,North Indian,250.0,Delivery
Pingara,Yes,No,3.8,93,Koramangala 1st Block,Casual Dining,others,550.0,Delivery
Sichuan,Yes,No,4.0,492,HSR,Casual Dining,others,800.0,Delivery
Dande's Hyderabad Biryani,Yes,No,3.0,255,others,Casual Dining,"Biryani, North Indian, Chinese",550.0,Delivery
Families Food Court,Yes,No,3.9,261,HSR,Quick Bites,others,400.0,Delivery
Tasty Treat,Yes,No,3.1,131,HSR,Quick Bites,others,400.0,Delivery
Oogway express,Yes,No,3.4,9,HSR,Casual Dining,others,600.0,Delivery
Hotel Tadaka House,No,No,3.4,7,others,Quick Bites,"North Indian, Chinese, Biryani",300.0,Delivery
Half & Half Food Box,Yes,No,3.1,14,Bellandur,Quick Bites,"North Indian, Chinese, Biryani",500.0,Delivery
Samosa Express,Yes,No,3.6,23,HSR,Quick Bites,Street Food,150.0,Delivery
Grow Fit,Yes,No,3.8,36,HSR,Delivery,others,500.0,Delivery
Stark Bistro,Yes,Yes,3.6,30,HSR,Casual Dining,others,850.0,Delivery
Food Singh,Yes,No,3.7535684020485616,0,HSR,Delivery,North Indian,500.0,Delivery
Meal & Biryani,Yes,No,3.6,20,others,Quick Bites,others,450.0,Delivery
Paratha Darbar,Yes,No,3.5,14,Koramangala 1st Block,Quick Bites,North Indian,400.0,Delivery
Yang Ming,Yes,No,3.7535684020485616,0,HSR,Quick Bites,Chinese,400.0,Delivery
Moriz Restaurant,Yes,No,2.6,76,Bellandur,Casual Dining,others,800.0,Delivery
Ministry of Burger,Yes,No,3.7535684020485616,0,HSR,Delivery,Continental,500.0,Delivery
Wat-a-Biryani,Yes,No,3.7535684020485616,0,HSR,Delivery,Biryani,500.0,Delivery
Chination,No,No,3.7535684020485616,0,HSR,Delivery,Chinese,600.0,Delivery
KafeKombos,Yes,No,3.5,16,HSR,"Takeaway, Delivery",others,300.0,Delivery
Sri Vishnu Grand & Garden Restaurant,Yes,No,3.8,8,Sarjapur Road,Quick Bites,others,500.0,Delivery
The Modak,Yes,No,3.6,19,Bellandur,Quick Bites,others,400.0,Delivery
Masale Daan,Yes,No,3.3,5,Koramangala 1st Block,Delivery,North Indian,350.0,Delivery
Bottle Genie,Yes,No,3.7535684020485616,0,HSR,others,Beverages,350.0,Delivery
Ajwa Thalassery Biryani,Yes,Yes,3.9,43,Sarjapur Road,Quick Bites,others,500.0,Delivery
Punjabi Chulla,Yes,No,3.3,10,Bellandur,Delivery,North Indian,300.0,Delivery
New Kabab Zone,Yes,No,3.4,13,others,Casual Dining,"North Indian, Fast Food",500.0,Delivery
Loukya Veg Restaurant,No,No,3.7535684020485616,0,others,Quick Bites,"North Indian, South Indian, Chinese",300.0,Delivery
Gourmet Food Truck,Yes,No,3.8,17,others,others,Chinese,200.0,Delivery
Shree Mahalakshmi Sweets,Yes,No,3.3,10,HSR,others,"Mithai, Street Food",100.0,Delivery
Pavan Tiffin Center,Yes,No,3.3,8,HSR,Quick Bites,South Indian,300.0,Delivery
Yo! Thali,Yes,No,3.5,4,HSR,Quick Bites,"North Indian, South Indian, Chinese",400.0,Delivery
Zodiac Grills,Yes,No,3.2,4,HSR,Quick Bites,"North Indian, Chinese",500.0,Delivery
Aao G Khao G,Yes,No,3.5,11,HSR,Quick Bites,"North Indian, Chinese",200.0,Delivery
Public Cafe,No,No,3.7535684020485616,0,HSR,Delivery,Continental,700.0,Delivery
Lost in Pizza,Yes,No,3.1,4,HSR,others,"Pizza, Fast Food",600.0,Delivery
Cheesy Juicy Burgers,Yes,No,3.8,18,HSR,Quick Bites,"Burger, Fast Food",500.0,Delivery
Dilli6 Paratha,Yes,No,3.0,4,HSR,"Takeaway, Delivery","North Indian, Chinese",200.0,Delivery
Charcoal Eats,Yes,No,4.0,54,HSR,Quick Bites,others,500.0,Delivery
The Shawarma Shop,No,No,3.7535684020485616,0,Koramangala 4th Block,Quick Bites,others,250.0,Delivery
Biryani Rooh-e-Khaas,Yes,No,3.7535684020485616,0,HSR,Delivery,others,500.0,Delivery
YUNCHI,Yes,No,3.7535684020485616,0,HSR,Quick Bites,North Indian,300.0,Delivery
Artinci Artisanal Ice Cream,Yes,No,3.5,7,HSR,Dessert Parlor,"Ice Cream, Desserts",300.0,Delivery
Wimpie Cafe & Restaurant,Yes,No,3.7535684020485616,0,Bellandur,Casual Dining,others,600.0,Delivery
Shake The Shake,Yes,No,3.7535684020485616,0,HSR,others,others,200.0,Delivery
Udupi Savi Thindi,Yes,No,3.5,15,Sarjapur Road,"Takeaway, Delivery","South Indian, North Indian, Chinese",300.0,Delivery
Matka,Yes,Yes,3.5,27,HSR,Casual Dining,"North Indian, Biryani",700.0,Delivery
Kadavu Shappu Currys,Yes,No,3.3,50,HSR,Quick Bites,Kerala,400.0,Delivery
Thalassery Restaurant,Yes,No,3.5,694,Bellandur,Casual Dining,others,600.0,Delivery
Tarbouche,Yes,No,3.7535684020485616,0,HSR,others,others,300.0,Delivery
WOW! Momo,Yes,No,3.7535684020485616,0,HSR,others,others,400.0,Delivery
A2B - Adyar Ananda Bhavan,Yes,No,2.8,484,HSR,Casual Dining,others,400.0,Delivery
The Beer Cafe,Yes,Yes,4.2,1170,Koramangala 4th Block,others,others,1300.0,Delivery
Bonum cibum,Yes,No,4.5,196,HSR,Casual Dining,others,1200.0,Delivery
Snakk That,Yes,No,3.9,54,HSR,others,others,250.0,Delivery
Bistro Claytopia,Yes,Yes,4.1,1847,Koramangala 1st Block,Cafe,others,600.0,Delivery
The Spice Factory,Yes,No,3.1,29,HSR,Casual Dining,others,550.0,Delivery
Grigliato,Yes,No,3.9,716,HSR,Casual Dining,others,1000.0,Delivery
Baithak,No,No,4.2,1383,HSR,others,others,1100.0,Delivery
Chaat Street,Yes,No,3.8,192,HSR,Quick Bites,others,250.0,Delivery
Grapevine,Yes,Yes,4.1,733,HSR,Cafe,others,1200.0,Delivery
Krispy Kreme,Yes,No,3.9,150,HSR,Dessert Parlor,"Desserts, Beverages",300.0,Delivery
Pasta Street,Yes,Yes,4.5,247,Koramangala 4th Block,Casual Dining,others,1300.0,Delivery
The Chocolate Room,Yes,No,3.9,205,HSR,others,others,600.0,Delivery
Mimansa @ Foxtrot,Yes,Yes,4.4,190,others,Cafe,Cafe,1000.0,Delivery
Wow Kitchen Punjabi Taste,Yes,No,3.7535684020485616,0,Sarjapur Road,Quick Bites,North Indian,200.0,Delivery
